id;Imie;Nazwisko;Stopien
4671;Turbiewski;Powajba;10
4672;Pachniak;Sachaj;9
4673;Giorko;Skwon;4
4674;Maut;Mikociuk;1
4675;Bramiñski;Kodciuch;8
4676;Tryler;Dargas;6
4677;Sworawska;Papiasek;1
4678;Selewonik;Grochal;5
4679;Milch;Klêp;5
4680;Buchczyñska;Siemiankowicz;1
4681;Sekut;Bombul;1
4682;Komarczyk;Droñ;2
4683;Sandecki;Stêmpliñska;7
4684;Gischa;Romoszyñska;7
4685;Peister;Janzi;3
4686;Raszewski;Przezarska;2
4687;Dobersztajn;Ganobis;7
4688;Cipiora;Narulski;1
4689;Garuœ;£opusiewicz;8
4690;Boyne;Kadzewski;3
4691;£aguciuk;Kordaszewski;4
4692;Bortkiewicz;Tymrokiewicz;6
4693;Alkrzycki;Korpicz;9
4694;Bekciñski;Gotarczyk;7
4695;Dieder;Stutko;1
4696;Zubikowska;Czworowski;3
4697;Lamkowski;Kotta;2
4698;Niewdana;Borodaka;1
4699;Mimcer;Czuh;1
4700;Laciuga;Bia³yœ;10
4701;Fedyn;Gdasz;6
4702;Do³êgowski;Derezulka;7
4703;Bielek;W¹tróbka;8
4704;Stolc;Misieñko;2
4705;Baniok;Kreigel;3
4706;Ziakin;Bodaszewski;2
4707;Tawler;Martyñski;8
4708;Urgel;Henglewski;5
4709;Reisdorf;Chodukiewicz;4
4710;Jendreczek;Brekart;5
4711;Jenrolik;Gamaradzki;1
4712;Ko³ociñski;Wrosz;6
4713;Kicio;Strihawka;1
4714;Urona;Podskakul;1
4715;Gronz;Œwi¹s;9
4716;Fir;Zawiœniewski;5
4717;Molas;MoroŸkowski;1
4718;¯rebna;Knonsa³a;1
4719;Bajtalski;Berakowska;3
4720;Ferchan;Salek;2
4721;Jasielczuk;Dziu³kiewicz;2
4722;Pasierb-Palski;Drapczyk;8
4723;¯emojdzin;Rahali;1
4724;Koroñski;Gujer;10
4725;Sopczuk;Dentschmann;5
4726;Rajusz;M¹dral;2
4727;Romani;G³ódek;1
4728;Marchwiankowska;Drociñska;10
4729;Nierga;Dajwor;1
4730;Nacan;Hramyczka;1
4731;Jurkin;Kolityñska;5
4732;Torzañski;Skopowski;9
4733;Nunberg;Dresiñski;5
4734;Teodziecki;Pietry³ka;1
4735;Chorlicka;Rynczewska;5
4736;K³odarczyk;Dachton;1
4737;Maczmarzyk;Zió³koœ;1
4738;Ryszk;Szeptuch;3
4739;Bojdak;Roginella;6
4740;Bo³uszyñska;Niderska;1
4741;Stebu³a;Koreœ;1
4742;Huler;Ordasz;5
4743;Baryszpol;Bydler;7
4744;Dritanicus;Rekies;9
4745;Deness;Grobert;8
4746;Szpan;Stabra³a;9
4747;Kasieniak;Wujtiuk;8
4748;Derelukiewicz;Chare¿a;8
4749;Masapusty;Pokrasen;3
4750;Zeleks;Zie³a;1
4751;Stodo³owicz;Kryczkiewicz;8
4752;Jacoñski;Formella;5
4753;Kostek;Tu³ajczyk;4
4754;Bajweicz;Janulek;4
4755;Bobkowski;Bloszyñska;1
4756;Zernek;Ba³aciak;3
4757;Kosuniak;Ko³odzijek;3
4758;Skiarek;Wichor;4
4759;Fajtur;Sko³ecka;2
4760;Kosut;Mo¿es;4
4761;Kodrêbski;Rydomina;1
4762;Zechlikiewicz;Buja³kowski;7
4763;Obo³a;Moloechower;10
4764;Ebig;Nastiuszonek;5
4765;Gielik;Mas³oñska;8
4766;Hohlmann;Szumiañski;3
4767;Wepniuk;Wojtaczko;10
4768;Kêdar;Fornalak;8
4769;Slêdz;Pieciurak;1
4770;Starzyc;Maroczkaniec;1
4771;Sukus;Klyszcz;4
4772;Wienc³aw;Cieluñczyk;1
4773;¯otkiewicz;Kostak;8
4774;JodŸ;Amiliañczuk;4
4775;Hy¿opski;Poleczna;4
4776;Cwiacz;Breusowski;4
4777;Rzelek;Brzeœkiewicz;8
4778;Wieczysty;Nieœciorski;5
4779;Ksi¹¿kowiak;Krawyntak;8
4780;Rocicka;B³aszczyc;2
4781;£ozañski;Ryglik;10
4782;Bard³o¿ek;Szyszkowski;5
4783;Bucito;Wocis;10
4784;Mendoszewski;Dynaburski;1
4785;Liec;Cynborska;4
4786;Knoœka;G¹ciara;4
4787;Czygier;Moœniewicz;4
4788;Sowczenko;Wikarjak;3
4789;Onszków;Bo³¿ek;3
4790;Rzepecha;Kineszczuk;8
4791;Krzeœniewski;Bielawy;5
4792;Jamrorzek;Cieliecka;9
4793;Strzelewski;Œmieszkó³;8
4794;Impato;Kordol;9
4795;Kuczba;Kokocinski;4
4796;Rusik;Kluchniok;9
4797;Puñ;Wenderowicz;5
4798;Butchard;Panaszuk;10
4799;Broeske;Segelbach;5
4800;S¹gal;Serafim;1
4801;Dankmeyer;Glapski;9
4802;Hoculewski;Dudusakis;10
4803;Bogdanis;Rogór;2
4804;Lewosz;Najemski;1
4805;Oszka;Forejtar;7
4806;Prudzicz;Lel¹tko;10
4807;Itczak;Parss;7
4808;Wr¹ba;Konowalow;1
4809;Olak;Percheniak;2
4810;Cichon;Masierna;1
4811;Jaszczulewicz;Frankestein;1
4812;Kejman;Mawa;8
4813;Mastek;Czugo³a;8
4814;Boczaska;Wiebszkowski;9
4815;Szmuc;Fieszer;8
4816;Wotkowski;Gentz;1
4817;Szwaryczewski;Kurczodyñski;8
4818;Lisiewski;Rarniuk;7
4819;Walêciej;Kamburelis;9
4820;Cziernioch;Bia³ohubka;5
4821;Siekankiewicz;£otaœ;10
4822;Kopelañski;Hawrus;2
4823;Grugarczyk;Zwalczuk;7
4824;Kyriew;Filipcewicz;2
4825;Monwid-Olechnowicz;Bia³oska;10
4826;Lafaj;Folkman;1
4827;Pasadyn;Jedmowski;3
4828;Cichorczyk;Ziœka;2
4829;Biechowiak;Cha³pniczak;7
4830;Bazyñski;Frantkiewicz;3
4831;Dziug;Rudziñski;5
4832;Wypych vel Wypyszyñski;Siemiaszko;7
4833;Piurowicz;Bratborski;7
4834;Czyszukiewicz;Apañczonek;7
4835;Kernyckyj;Czeremski;2
4836;£ozor;Chêdalska;6
4837;Brunk;Budziejew;10
4838;Dowhanczuk;Otenycz;5
4839;Cheda;Zdybik;2
4840;Ma³ata;Pieczetowski;7
4841;Wedyniuk;Nowarkiewicz;8
4842;Meniów;Masialski;3
4843;Biedaszkiewicz;Kujumdzis;9
4844;Czeluszek;Morozowski;3
4845;Rubinkiewicz;Slêdz;4
4846;Szachsznajder;Ledzwa;8
4847;Braszan;Tetwejer;5
4848;Pieczanka;Chmyziñski;4
4849;Pigu³a;Gmitrzuk;7
4850;Smatryœ;Kreba;8
4851;Zamieszka;Me³en;1
4852;Ceranowicz;Kurcbuch;2
4853;Wywiórka;Bucholic;9
4854;Homot;Natur;9
4855;Jachymczyk;Stamulopulos;3
4856;Tonder;Koleniac;2
4857;Babak;Bejbak;2
4858;Skrobul;Koprok;3
4859;Szczapek;Hasulak;5
4860;Klawonn;Lemczewski;6
4861;Zakusza;Rachulak;9
4862;Gra¿owski;Tucho³ka;8
4863;Sobosik;Tuchaczek;4
4864;Mormól;Piekutien;1
4865;Cerebiej;Trul;8
4866;Cieluba;Liotka;10
4867;Poruzel;W¹terek;1
4868;Kuszerski;Kabarczyk;10
4869;Lachim;Sztomiller;2
4870;Gabry³;Wdowieñ;6
4871;Sa³achna;Forsiuk;6
4872;Lukowicz;Pomierna;8
4873;Szamranowicz;Mrêczycka;8
4874;Romaniak;Ifimowicz;5
4875;Wêgrzecki;Baryza;1
4876;Ciomborowski;Pods¹dna;6
4877;Glanbitz;Krzy³owska;1
4878;Kormalska;Purachowiak;7
4879;Strohschneider;Posadziñski;5
4880;Robanek;Czobociej;2
4881;Omiliusik;Szajsner;7
4882;Libig;Owiêcki;6
4883;Bulkowiec;Proczak;6
4884;Pucha³;Gaœciuk;3
4885;Becalin;Piedel;1
4886;Skafandra;Bachmaczuk;4
4887;Regielewicz;Wypychiewicz;2
4888;Sonsa³a;Bruzant;1
4889;Zamykal;Muschiol;3
4890;Do³ganowicz;Witr;3
4891;Hunikowski;Do³gorz;3
4892;Styc;Bobieni;9
4893;Przybyliñski;Suszwendyk;5
4894;Fortac;Œwir¿;3
4895;Winnowski;Perdy³a;8
4896;Werenszak;Sowirko;1
4897;Kaniarek;Œmura;9
4898;Druhowino;Zawiarska;8
4899;Zyktor;Grendera;7
4900;Szmajke;Sabra;8
4901;Olinowicz;Kosewski;3
4902;Lokocki;Onicki;4
4903;£echtowska;Zubertowicz;9
4904;Bebiœ;Nunzek;5
4905;Ochab;Beruta;7
4906;Judwiszczok;Priwsek;7
4907;K³adun;Glajnych;8
4908;WoŸnic;Cernik;3
4909;Kenson;Soczeski;8
4910;Prodan;Fedys;7
4911;Zuchaniak;Kreber;1
4912;Kostenczyk;Piglak;9
4913;Bajko;Mociak;10
4914;Leporkowska;Gozdow;10
4915;Smor¹giewicz;T³oczyk;9
4916;Haruszewska;Palisz;7
4917;Delak;Steckman;6
4918;Giele¿yñski;Rossakowska;6
4919;Gierma¿;Szceœniak;3
4920;Kowa³czewski;Adamiszok;8
4921;Jedliczko;Ackeran;10
4922;Mosuñ;Mazuchin;2
4923;Gradolewski;Sztryk;2
4924;Wójcik vel Wojciuk;Majkulewicz;1
4925;Cieremiej;Wielandt;9
4926;Stajdelman;Chimiszak;7
4927;Hêsiak;Karuzal;5
4928;Watowska;Janina;7
4929;£ojas;Zigmunt;9
4930;Toruæ;Czapiel;8
4931;Stuku³a;Fedmowski;6
4932;£omaga;Snuchowski;3
4933;Rabczañski;Tulij;3
4934;Hadybiak;Roszer;10
4935;Borzonko;Samajluk;8
4936;Opatecki;Leanderssen;6
4937;Szymczyszak;Falczyñski;10
4938;Aümüller;Waleñdziak;1
4939;Mistorkiewicz;Lawryn;7
4940;Dragonowicz;Weltschek;2
4941;Kauwa;Makuszyñski;5
4942;Ru¿anowski;Cieliba³a;9
4943;Dzalik;Kniecik;10
4944;Kasprzycki;Ejzenhart;1
4945;Bilarys;Sztyglic;3
4946;Naci¹¿ek;Letocha;9
4947;Sowisz;Jakobsons;4
4948;Semko;Jozwiak;2
4949;Dziokowska;Okulewski;1
4950;Sufaj;Szczuciak;6
4951;Kutraszewicz;Kucharewicz;7
4952;Cepik;Sumiejska;1
4953;Rze¿nikiewicz;Sandorowska;8
4954;Linden;Niediela;7
4955;Ho³ubiok;Nasienniak;3
4956;Bociarz;Zbyska;3
4957;Hulacz;£ysiñ;9
4958;Gusiulewicz;Nozryszuk;9
4959;Herlog;Okrótna;5
4960;Bochonasiuk;Krystanow;1
4961;Rytszer;Stypeñska;7
4962;Potrac;Hudek;1
4963;Riegman;D¿awela;4
4964;Rênda;Berondowicz;2
4965;Gabrylewicz;Peœla;5
4966;La¿aj;Kizim;10
4967;Bo³kowicz;Najmajer;7
4968;Derêgiewicz;Staroœciak;8
4969;Werdin;Spretka;1
4970;Beder;Neulitz;2
4971;Petrunka;Rekczyñska;6
4972;Oblewicz;Ritel;10
4973;Pandryka;Jenerko;8
4974;Glücklich;Zamoœny;1
4975;Krogull;Niskowski;9
4976;Wolhelm;Stagniw;6
4977;Guna;Wer¿anowski;7
4978;Wejcherowski;Chronicz;1
4979;Gozin;Zerygiewicz;2
4980;Adamaœnik;Jermanek;8
4981;Syldak;Korfenty;1
4982;Jaxa;Mierzêcki;1
4983;Hurek;Gerasymczyk;4
4984;Murd¿ek;Kr¹¿ek;5
4985;Zamojcin;Twerdochleb;7
4986;Rembocka;Sedlitz;4
4987;Ja¿embowska;£eszczuk;10
4988;Kozbór;Wykin;2
4989;Wohlfahrt;Dzieniarz;2
4990;Klenert;Cembalista;1
4991;Brynen;Wichann;8
4992;Gamul;Wasztajonek;8
4993;Prochal;Wiel;5
4994;M³e¿ywa;Hipszer;9
4995;Arkudas;Kurlenia;6
4996;Wawrzyczyk;Rebelak;3
4997;Hopak;Labasz-G³owacki;5
4998;Æwiaka³a;G³os³awski;4
4999;B³edkowski;Skurkowski;7
5000;Kurasiewicz;Supyrka;2
5001;Oktawia;Kucfel;2
5002;Mi³os³awa;Krzywo¿nia;2
5003;Ariela;Suzoniuk;2
5004;Filipina;D¹zb³aŸ;9
5005;Adelina;Krotliñski;7
5006;Jakobina;P³achata;2
5007;Bartolomea;Puper;8
5008;Felicjana;Kiorkoszan;5
5009;Salome;Zamorenko;8
5010;Bogus³awa;Duszakowski;4
5011;Alberta;Zajankowski;8
5012;Domicela;Patyniuk;8
5013;Dobrochna;Grzewalski;8
5014;Tomira;M³odzianowski;4
5015;Paula;Bigilañ;9
5016;Zenobia;Marrouch;1
5017;Przemys³awa;Ciszkiel;4
5018;Tomira;Kuliszów;1
5019;Bogumi³a;Wyrotek;8
5020;Sulimiera;Sowiczak;1
5021;Romana;Chmarek;9
5022;Natasza;Kakaki;10
5023;Jaros³awa;Millak;7
5024;Wincentyna;Cha³ubowicz;6
5025;Agata;Meckaniuk;6
5026;Alfonsyna;Zaw³ono¿ko;2
5027;Estera;Lutus;2
5028;Galla;Bihuñ;3
5029;Liza;Hamziuk;4
5030;Bernadeta;Pilach;1
5031;Kunegunda;Frohnel;6
5032;Potencjana;Wierycz;4
5033;Franciszka;Ebert;3
5034;Lubomi³a;Branaman;8
5035;Ilona;Us³upska;8
5036;Edyta;Rosaliñska;8
5037;Asteria;Papadopulu;3
5038;Erwina;Ha³uszak;9
5039;Ilza;Holicke;8
5040;Ifigenia;Ko³uszka;6
5041;Œcibora;Ruppental;1
5042;Dagmara;Jaskonis;6
5043;Wrzes³awa;Maœwicka;9
5044;Jaœmina;Gawa;1
5045;Irma;Durasewicz;8
5046;Ganda;Dudley;10
5047;Józefina;Omiljañczyk;10
5048;Lidia;Grytz;5
5049;Laurentyna;Kolupenko;8
5050;Krzesis³awa;Coda;7
5051;Ingrid;Adamiñska;4
5052;Aurora;Mi³oraj;1
5053;Balbina;Myzia;10
5054;¯anna;Celeszczuk;1
5055;Henryka;B¹kier;8
5056;Maryla;At³achowicz;2
5057;Mariola;Kisiolowski;5
5058;Scholastyka;Wiêzio³kowski;1
5059;Liza;Stapa³a;2
5060;Bernadeta;Chruœciecka;8
5061;Leokadia;Gredziñski;1
5062;Lea;Szczehura;1
5063;Marcelina;Turbisz;
5064;Daria;Foksiñski;1
5065;Liwia;A³das;10
5066;Magda;Sylwerski;3
5067;Sylwana;Kostrzewski;3
5068;Longina;Kirczuk;4
5069;Karola;Blasik;7
5070;Waldemara;Wachnowski;6
5071;Talita;Gorszczeniuk;6
5072;Jewdocha;Fittenbrun;2
5073;Jagna;Nisiobêcki;7
5074;Liliana;Turzyma;6
5075;Martyna;Mêdygral;10
5076;¯alina;Arksiowicz;10
5077;Idalia;Antlewicz;3
5078;Ernestyna;Butaj³o;1
5079;Aisza;Szoda;4
5080;Bernardeta;Gejger;5
5081;Jarmi³a;Szata³a;9
5082;Kosma;Pêksyk;2
5083;Judyta;Kikel;8
5084;Angelika;Misterek;3
5085;Ramona;Fluderski;8
5086;Rafaela;Zbie¿ak;8
5087;Lena;Bergant;8
5088;Ksymena;Œnida;1
5089;Marcjanna;Kicelmach;10
5090;Bogna;Komek;6
5091;Ariela;Pomplun;2
5092;Gracja;Aromec;10
5093;Gizela;Bachorzyk;1
5094;Marcelina;Pobiega;1
5095;Julita;Piêda;9
5096;Swiet³ana;Œlesarew;2
5097;Inez;Reschiñska;9
5098;Wiêces³awa;Piotrzkowski;5
5099;Emerencja;Bog³owski;6
5100;Diomeda;¬róbik;1
5101;Zbys³awa;M³ynarycz;5
5102;Rena;Klewlicz;4
5103;Iryda;Sprychel;10
5104;Sêdzis³awa;Mêch;5
5105;Wioletta;Meloch;5
5106;W³adys³awa;Schleziona;4
5107;Gracjana;Mieszczanczuk;4
5108;Ludmi³a;Szpanko;5
5109;¯aklina;D¹brot;7
5110;Leonia;Koern;8
5111;Debora;Grzegda³a;8
5112;Kamelia;Schiefelbein;1
5113;Adamina;Derka;9
5114;Marzena;Czermann;7
5115;Kaja;Jendosiuk;2
5116;Marcela;Borasiñski;7
5117;Ksawera;Fiszbajn;3
5118;Erazma;Chocheliñski;1
5119;Daniela;Chaz;1
5120;Adolfa;Schiltz;8
5121;Ramona;Dytmar;3
5122;Telis³awa;Wierciochowicz;1
5123;Czcibora;Skorzyñski;3
5124;Amanda;Osadów;2
5125;Larysa;Sawuk;10
5126;Dionizja;Lompe;1
5127;Alojza;Krwiczanin;5
5128;Bronis³awa;Juzuñ;5
5129;Isaura;Karulewski;2
5130;Tworzys³awa;Zahora;2
5131;Zyta;Bierzoñski;2
5132;Zofia;Jedzak;8
5133;Tamara;Dauk;6
5134;Iga;Federenko;8
5135;Amadea;Zó³czyñski;3
5136;Mindora;Nowoc³owska;6
5137;Lubosza;Chaciowka;5
5138;Drogos³awa;Majkulewicz;2
5139;Krystyna;Gujar;5
5140;Amata;Onuferko;6
5141;Bratumi³a;Kirkicki;1
5142;Waleriana;Pruszczewska;5
5143;Tadeusza;Stekel;10
5144;Maria Magdalena;Rodzianin;4
5145;Gardenia;Palinnik;6
5146;Ludomira;Poliniewicz;6
5147;Imis³awa;Brejtmajer;10
5148;Amata;Sablik;4
5149;Rita;Biankowski;10
5150;Melania;Pieciun;1
5151;Teodora;Siutkowski;9
5152;Taida;Suchonecki;4
5153;Ditta;Wyszniewski;8
5154;Œcibora;Hanuliñska;1
5155;Regina;Liwko;10
5156;Feliksa;Brunarczyk;7
5157;Areta;Josipenko;10
5158;Oda;Sindarek;10
5159;Strze¿ys³awa;Szlenzok;2
5160;Dajana;S³odoñ;5
5161;Sara;Bia³anowski;9
5162;Berenika;Nietkowiec;3
5163;Anita;Poniziñski;7
5164;Fryderyka;Mocarski;9
5165;Dawida;Kohmann;2
5166;£ucja;Wildpert;4
5167;Atanazja;Czyburka;9
5168;Tomira;Pracowity;7
5169;Bryda;Prokopiew;9
5170;Innocenta;Szukaluk;2
5171;Lolita;Fintowski;5
5172;Feliksa;Szybajko;3
5173;W³odzis³awa;Jerzyczka;6
5174;Marianna;Alaszewski;9
5175;Aida;Jêrasik;8
5176;Wszebora;Sto³owa;9
5177;Marcela;Irochimiuk;2
5178;Gardenia;Klimasiñski;1
5179;Jolanda;Wi¹zlewicz;2
5180;Ludmi³a;Oszar;6
5181;Julia;Szumyn;1
5182;Benita;Wierczak vel Wierczyñski;8
5183;Gra¿yna;Kuranta;7
5184;Lucjola;Dezyderiusz;1
5185;Blanka;Dawryœ;8
5186;Amiceta;Warnie³o;1
5187;Pelagia;Gondry;1
5188;Felicja;£ec;5
5189;Tekla;Zwierzyniec;3
5190;Edyta;Kosindowski;7
5191;Maura;Wyrwisz;3
5192;Zbigniewa;Serafian;4
5193;Czcibora;Jurojæ;10
5194;Dziers³awa;Muzia³;8
5195;W³odzis³awa;¯amojæ;3
5196;Agrypina;Bielin;1
5197;Iga;Jew³aszewicz;9
5198;Czes³awa;Tabin;5
5199;Adamina;Dziendzio³;3
5200;Natalia;Uramowski;4
5201;Wojciecha;Pycz;6
5202;Œwiêtomira;Krzystanek;7
5203;Swiet³ana;Jaœnowski;2
5204;Lucja;Gochnia;4
5205;Dobromira;Pinkorz;7
5206;Rozalia;Drogosz;2
5207;Pulcheria;Œwiêcioszek;5
5208;Magdalena;Latocki;8
5209;Madlena;Godczewska;5
5210;Boguwola;I³yk;1
5211;Taida;Klapper;1
5212;Zygfryda;Zgarda vel Wzgarda;3
5213;Tolis³awa;¯eleŸny;6
5214;Kleopatra;Partecka;10
5215;Malwina;Dorobanow;9
5216;Oswalda;Kunknecht;2
5217;Eligia;S³omiañski;6
5218;Dzier¿ys³awa;Morhardt;7
5219;Lubosza;Fulidis;7
5220;Waldemara;Daziszewska;7
5221;Sara;Brygadzeñ;7
5222;Gra¿yna;Ko³oszyn;1
5223;Wiktoryna;Ba³yñska;2
5224;Tacjanna;Polikiewicz;1
5225;Mirella;Paækowski;3
5226;Metoda;Wa³tuch;4
5227;Liza;Kêmpiñski;6
5228;Stronis³awa;Ziembliñski;7
5229;Ita;Pantuczak;1
5230;Gilda;Chrystak;3
5231;Tadeusza;Ga³êzia;10
5232;Natasza;Jaroszyn;6
5233;Isaura;Chuchla;8
5234;Roœcis³awa;Gis;1
5235;Teresa;Drynicz;8
5236;Wenesa;Kesling;7
5237;Budzis³awa;Rogozia;10
5238;Konrada;Œwi¹toñ;7
5239;Bibianna;Hanussek;2
5240;Iwa;Mendewicz;1
5241;Wanda;Materus;8
5242;Irma;Goœliñski;8
5243;Marika;Gluma;7
5244;Wyszeniega;Andrjanów;4
5245;Larysa;Steinacker;6
5246;Czes³awa;Lanatoœ;10
5247;Gracja;Mikierysz;3
5248;Iga;Trenszok;4
5249;Agata;Nietla;6
5250;Wincenta;Pindor;3
5251;Delfina;Gierasimczyk;7
5252;Rozalia;Tur¿onek;4
5253;Perpetua;Mikolaszek;7
5254;Franciszka;Wœciubiak;3
5255;Aniceta;Burdzanowski;4
5256;Loretta;Bia³o¿et;10
5257;Adamina;Durnolap;2
5258;Œwiêtomira;Gierasinowicz;7
5259;Dobrawa;Szuszkiewicz;4
5260;Gloria;¯abaklicki;4
5261;Wojciecha;Newlacil;1
5262;Longina;Swientoñ;6
5263;Urszula;Nohlik;9
5264;Eugenia;Niechay;10
5265;Leonia;Szleniec;7
5266;Celestyna;Galucka;7
5267;Liza;Zakubiñski;10
5268;Glikeria;Rachtan;10
5269;Leopoldyna;Chuczko;6
5270;Marzanna;Ogórczonek;3
5271;Dziers³awa;¯udzo;3
5272;Honoryna;Harenz;6
5273;Bogdana;Luidner;8
5274;Eufemia;Szymek;1
5275;Milena;Brzezoñ;7
5276;Rebeka;Burtyk;1
5277;Eliza;Finkieski;4
5278;Dawida;Szepelawa;5
5279;Amata;Kedron;7
5280;Jowita;Grunszfeld;5
5281;Dagmara;Labud;1
5282;Maria;Czondala;9
5283;Zdzis³awa;Bajer;10
5284;Alojza;Dunin-Marcinkiewicz;6
5285;Materna;Waroczewski;7
5286;Dyzma;Bernart;8
5287;Les³awa;Jungiel;5
5288;Domis³awa;Plemko;5
5289;Ganda;Pasiud;5
5290;Iwa;Kuszyd³o;5
5291;Dagmara;Comte;1
5292;Ifigenia;Trippner;5
5293;Julia;Belkowski;8
5294;W³adys³awa;Razumienko;4
5295;Otylia;Mencl;8
5296;Orchidea;Jureszczyk;9
5297;Nora;Stenrzycki;2
5298;Dajana;Angster;1
5299;Angela;Salas-Arieta;5
5300;Dezyderia;Gamrotek;10
5301;Irina;Podgrabiñski;6
5302;Berta;Prymula;10
5303;Bernardeta;Bienasz;2
5304;Natalia;Traszkuæ;6
5305;Konradyna;Moderzyñska;10
5306;Sieros³awa;Tesz;4
5307;Bartolomea;Ritek;10
5308;Neomi³a;Bileski;10
5309;Kinga;Kor¹b;8
5310;Alberta;Ignacjuk;4
5311;Aldona;Czufarowski;1
5312;Tomis³awa;Zgama;4
5313;Krystiana;Charamut;6
5314;Aspazja;Kaperta;2
5315;Dobros³awa;Zarembo;1
5316;Flora;Jóda;2
5317;Gaudencja;Sataciak;9
5318;Gustawa;Ko¿anczuk;1
5319;Wies³awa;Marianczyk;5
5320;Dobies³awa;Bystoñski;6
5321;Potencjana;W³ochacz;5
5322;Ciechos³awa;Walentowski;3
5323;Dionizja;Facek;3
5324;Anita;Kalatus;6
5325;Marzena;Michañski;9
5326;Bernadetta;Koleñski;2
5327;Miriam;Hêtkowski;8
5328;Eliza;Sterlla;6
5329;Laurencja;P³oszek;7
5330;Violetta;Gierodymis;9
5331;Ismena;So³odkin;10
5332;Balbina;Wsu³;3
5333;Raissa;Wojtoniœ;7
5334;Marina;Brewczyk;2
5335;Marta;Bieñkus;7
5336;Radomi³a;Chinasiñska;2
5337;Józefina;Czwartosz;1
5338;Edda;Pappelbaum;9
5339;Filipina;Szlechowicz;1
5340;Dobies³awa;Krymiarz;1
5341;Fryda;Zaremberg;4
5342;Gaudencja;Siemianiuk;1
5343;Hermenia;Ciamta;5
5344;Agnieszka;Ziomacki;5
5345;Czcibora;Kocielski;3
5346;Sandra;Cielenkiewicz;1
5347;Jaœmina;Dziêburski;6
5348;Bo¿eciecha;Tarandudiów;1
5349;Marika;Prudaczuk;1
5350;Feliksa;Janósz;6
5351;Aga;Gramaszek;2
5352;Begina;Runiewski;1
5353;Sebastiana;Standowicz;1
5354;Nimfa;Panikwia;3
5355;Fabiola;Napres;1
5356;Perpetua;Premula;7
5357;Œwiêtomira;Kaluga;1
5358;Dagna;Dugaj;7
5359;Zenona;Ha³bicka;1
5360;Leontyna;£obo¿ek;6
5361;Ksenia;KoŸlinko;2
5362;Zofia;Zaparucha;8
5363;Margareta;Tymrowski;10
5364;Marcelina;Barzok;7
5365;Salomea;Monakowska;4
5366;Goœcis³awa;Trybunowicz;6
5367;Julianna;Rohrpasser;5
5368;Dalila;Mycke;2
5369;Ada;Szening;4
5370;Wanda;Zupiñski;1
5371;Talita;Foley;5
5372;Zofia;W¹sewski;1
5373;Szymoneta;Przydró¿ny;5
5374;Bernardyna;Czykierda;2
5375;Nonna;Tupko;4
5376;Dobrawa;Wedlejt;10
5377;Domicela;Go³das;10
5378;Flawia;¯yguta;5
5379;Zyta;Popka;9
5380;Magda;Wilklisz;2
5381;Paloma;Sznejko;9
5382;Greta;Terlikiewicz;3
5383;Ligia;Siemianowski;9
5384;Eulalia;Kupryjanow;2
5385;Ludmi³a;Nock;5
5386;Alina;Adwentowski;1
5387;¯aneta;£aganowski;2
5388;Teresa;MaŸnica;3
5389;Idalia;Trzpil;5
5390;Lora;Sabnakiewicz;8
5391;Emerencja;Syndyba³;10
5392;Boles³awa;Magdziej;9
5393;Rita;Drezdner;10
5394;Dobrawa;Truchinowicz;4
5395;Samuela;Niebutkowski;7
5396;Gracjana;Rzyczek;7
5397;Selma;Kaszna;1
5398;Pêcis³awa;Górdzyñska;3
5399;Tomira;Meyen;6
5400;Wyszes³awa;Honeiser;1
5401;Kunegunda;RoŸdzieñska;10
5402;Siecies³awa;Zb³ocka;4
5403;Seweryna;Brzêczykowska;9
5404;Bêdzis³awa;D¹browny;1
5405;Fryderyka;Petricek;6
5406;Ewa;Pra¿ma;6
5407;Romana;Szwebs;10
5408;Ariela;Legedz;5
5409;Ró¿a;Nargañska;7
5410;Maja;Py³da;6
5411;Erazma;Miêækowski;4
5412;Mina;Gesztoft Gasztold;3
5413;Longina;Ul¹ska;9
5414;Samuela;Jêgrzejczak;3
5415;Petronela;WoŸniak vel LuŸniak;6
5416;Bolis³awa;Franszczyk;1
5417;Hildegarda;Miszon;8
5418;Toska;Niewarowska;9
5419;Aleksandra;Warszczyk;1
5420;Karina;Horbonik;5
5421;Angelina;Sembowski;4
5422;Neomi³a;Borcon;10
5423;Ewelina;S³u¿yñski;9
5424;Begina;Jedryssek;1
5425;Leonida;Pokojowski;1
5426;Leopolda;Boduñ;8
5427;Malina;Rasiukiewicz;7
5428;Malina;Sztolmirska;8
5429;Herminia;Krakowiñski;7
5430;Pudecjanna;Przyszlakowski;7
5431;Estera;Urga;9
5432;Greta;Bodak;2
5433;Andromeda;£¹giewka;1
5434;Hortensja;Komert;4
5435;Zawisza;Po³ubicki;3
5436;Barbara;Rocko;3
5437;Stanis³awa;Tatomir;2
5438;Barbara;Dasdorf;6
5439;Lidia;Sumaradzka;10
5440;Gracjana;Toczmanowicz;1
5441;Oriana;Handusz;1
5442;Petronia;Koldon;4
5443;Wis³awa;Moskwicz;3
5444;Odilla;Krasówka;2
5445;Jakobina;Lontz;1
5446;Wera;Zariczny;3
5447;Adamina;Mudy;9
5448;Helena;Paluchiewicz;7
5449;Adelina;Swirat;1
5450;Pêcis³awa;Szpryngacz;6
5451;Karola;Pajd³owska;5
5452;Jarmi³a;Puziarski;7
5453;Blandyna;Szamborant;3
5454;Aleksandra;Niecman;9
